  35.01
 944.00
 535898367
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
2006 01 17 12	35758.35	22.72	184.35	0.00	7.05	7.05	701.21
2006 01 18 12	35942.40	4.89	307.43	0.00	2.83	2.83	509.13
2006 01 19 12	35942.40	0.11	294.84	0.00	3.61	3.61	524.11
2006 01 20 12	35942.40	9.79	261.08	0.00	5.62	5.62	597.34
2006 01 21 12	35942.40	7.44	210.89	0.00	9.38	9.38	827.06
2006 01 22 12	36288.00	12.16	160.48	0.00	9.25	9.25	892.34
2006 01 23 12	36288.00	5.49	197.39	0.00	8.83	8.83	859.19
2006 01 24 12	36288.00	0.65	230.65	0.00	7.61	7.61	773.67
2006 01 25 12	36288.00	0.00	309.40	0.00	4.72	4.72	597.22
2006 01 26 12	36633.60	0.00	366.09	0.00	2.56	2.56	441.55
2006 01 27 12	36633.60	0.00	368.75	0.00	2.93	2.93	439.01
2006 01 28 12	36633.60	8.35	272.79	0.00	4.17	4.17	516.11
2006 01 29 12	36709.65	6.29	252.55	0.00	6.33	6.33	633.00
2006 01 30 12	36979.20	2.82	272.99	0.00	6.78	6.78	618.19
2006 01 31 12	36979.20	0.61	336.66	0.00	5.12	5.12	538.44
2006 02 01 12	36979.20	3.13	286.22	0.00	4.50	4.50	503.09
2006 02 02 12	37324.80	2.90	254.32	0.00	4.12	4.12	560.94
2006 02 03 12	37324.80	17.26	229.38	0.00	7.63	7.63	741.81
2006 02 04 12	37324.80	6.55	281.87	0.00	6.29	6.29	599.38
2006 02 05 12	37486.35	0.34	330.61	0.00	0.91	0.91	419.42
2006 02 06 12	37670.40	1.35	239.84	0.00	-0.04	-0.04	425.63
2006 02 07 12	37670.40	0.45	322.80	0.00	0.64	0.64	449.21
2006 02 08 12	37746.44	0.33	279.28	0.00	1.20	1.20	439.66
2006 02 09 12	38016.00	0.11	358.94	0.00	0.03	0.03	396.35
2006 02 10 12	38016.00	3.01	342.08	0.00	-0.20	-0.20	363.65
2006 02 11 12	38034.91	2.25	307.23	0.00	0.31	0.31	394.44
2006 02 12 12	38361.60	0.72	236.77	0.00	-1.05	-1.05	396.84
2006 02 13 12	38361.60	1.73	291.11	0.00	-2.37	-2.37	362.95
2006 02 14 12	38437.65	2.17	338.62	0.00	0.20	0.20	401.44
2006 02 15 12	38707.20	0.54	458.62	0.00	4.01	4.01	497.57
2006 02 16 12	38707.20	0.46	405.28	0.00	7.99	7.99	675.35
2006 02 17 12	38868.75	7.61	310.94	0.00	10.27	10.27	784.18
2006 02 18 12	39052.80	3.56	318.41	0.00	7.07	7.07	614.41
2006 02 19 12	39052.80	0.41	271.67	0.00	2.23	2.23	510.12
2006 02 20 12	39398.40	0.05	258.06	0.00	2.53	2.53	581.33
2006 02 21 12	39398.40	3.83	284.89	0.00	5.47	5.47	692.70
2006 02 22 12	39398.40	3.40	267.54	0.00	9.58	9.58	860.88
2006 02 23 12	39744.00	0.71	334.44	0.00	8.96	8.96	806.78
2006 02 24 12	39744.00	0.00	438.80	0.00	7.00	7.00	659.15
2006 02 25 12	39744.00	0.32	335.18	0.00	7.35	7.35	664.92
2006 02 26 12	40089.60	0.11	410.20	0.00	3.48	3.48	498.67
2006 02 27 12	40089.60	0.00	472.76	0.00	1.24	1.24	409.12
2006 02 28 12	40251.15	0.00	446.79	0.00	6.86	6.86	663.72
2006 03 01 12	40435.20	0.00	442.37	0.00	12.31	12.31	920.72
2006 03 02 12	40435.20	0.00	433.48	0.00	13.39	13.39	936.07
2006 03 03 12	40780.80	0.00	463.06	0.00	9.19	9.19	675.29
2006 03 04 12	40780.80	0.00	485.47	0.00	5.48	5.48	494.84
2006 03 05 12	40780.80	0.01	464.58	0.00	6.03	6.03	510.31
2006 03 06 12	41126.40	0.00	476.94	0.00	7.97	7.97	601.29
2006 03 07 12	41126.40	0.00	486.94	0.00	7.73	7.73	590.67
2006 03 08 12	41472.00	1.90	363.24	0.00	7.29	7.29	610.98
2006 03 09 12	41472.00	11.14	332.27	0.00	9.36	9.36	760.78
2006 03 10 12	41472.00	3.76	363.73	0.00	11.45	11.45	867.85
2006 03 11 12	41817.60	0.09	444.04	0.00	14.65	14.65	1086.53
2006 03 12 12	41817.60	0.00	430.18	0.00	17.16	17.16	1302.89
2006 03 13 12	41836.52	1.16	291.45	0.00	18.10	18.10	1357.65
2006 03 14 12	42163.20	0.39	437.95	0.00	12.81	12.81	916.17
2006 03 15 12	42163.20	0.24	364.78	0.00	7.86	7.86	658.59
2006 03 16 12	42508.80	0.11	415.86	0.00	8.76	8.76	694.58
2006 03 17 12	42508.80	0.01	472.97	0.00	10.24	10.24	747.22
2006 03 18 12	42508.80	0.00	512.24	0.00	9.18	9.18	669.80
2006 03 19 12	42854.40	4.75	353.47	0.00	8.46	8.46	681.50
2006 03 20 12	42854.40	12.94	279.67	0.00	6.40	6.40	662.50
2006 03 21 12	43200.00	4.30	321.84	0.00	5.71	5.71	620.47
2006 03 22 12	43200.00	0.17	514.58	0.00	5.31	5.31	528.05
2006 03 23 12	43200.00	0.74	359.64	0.00	4.27	4.27	512.06
2006 03 24 12	43545.60	0.25	337.73	0.00	3.37	3.37	529.84
2006 03 25 12	43545.60	0.00	406.04	0.00	1.53	1.53	459.21
2006 03 26 12	43891.20	0.06	380.97	0.00	1.55	1.55	423.01
2006 03 27 12	43891.20	0.02	548.06	0.00	2.88	2.88	435.79
2006 03 28 12	43891.20	0.01	493.56	0.00	7.30	7.30	606.30
2006 03 29 12	44236.80	0.00	530.82	0.00	8.54	8.54	651.74
2006 03 30 12	44236.80	0.00	531.74	0.00	11.02	11.02	808.63
2006 03 31 12	44563.48	3.97	307.85	0.00	14.97	14.97	1171.83
2006 04 01 12	44582.40	1.97	345.50	0.00	17.14	17.14	1273.48
2006 04 02 12	44582.40	2.78	402.77	0.00	15.97	15.97	1050.64
2006 04 03 12	44928.00	1.54	397.27	0.00	15.32	15.32	946.21
2006 04 04 12	44928.00	0.23	533.74	0.00	11.18	11.18	713.28
2006 04 05 12	44928.00	0.00	560.50	0.00	10.41	10.41	676.27
2006 04 06 12	45273.60	0.08	526.87	0.00	11.41	11.41	760.33
2006 04 07 12	45273.60	1.71	410.95	0.00	14.69	14.69	950.56
2006 04 08 12	45619.20	0.85	442.38	0.00	14.79	14.79	913.86
2006 04 09 12	45619.20	0.10	559.83	0.00	9.08	9.08	597.97
2006 04 10 12	45619.20	0.00	580.65	0.00	9.72	9.72	601.48
2006 04 11 12	45964.80	0.00	572.77	0.00	10.81	10.81	667.34
2006 04 12 12	45964.80	0.00	566.91	0.00	12.72	12.72	774.47
2006 04 13 12	46148.85	0.00	567.83	0.00	14.90	14.90	890.33
2006 04 14 12	46310.40	0.00	557.62	0.00	18.14	18.14	1082.92
2006 04 15 12	46310.40	0.00	549.60	0.00	20.28	20.28	1211.03
2006 04 16 12	46656.00	0.00	556.69	0.00	19.78	19.78	1195.45
2006 04 17 12	46656.00	0.00	518.15	0.00	21.34	21.34	1295.31
2006 04 18 12	46656.00	1.88	411.99	0.00	17.52	17.52	1132.45
2006 04 19 12	47001.60	9.18	368.88	0.00	16.82	16.82	1133.24
2006 04 20 12	47001.60	17.42	379.62	0.00	16.44	16.44	1125.26
2006 04 21 12	47001.60	19.51	290.92	0.00	15.99	15.99	1182.50
2006 04 22 12	47347.20	6.58	363.80	0.00	15.36	15.36	1082.87
2006 04 23 12	47347.20	0.59	527.84	0.00	15.37	15.37	977.65
2006 04 24 12	47531.25	0.01	561.95	0.00	18.10	18.10	1078.07
2006 04 25 12	47692.80	0.81	409.60	0.00	19.01	19.01	1183.98
2006 04 26 12	47692.80	4.37	341.57	0.00	17.21	17.21	1158.92
2006 04 27 12	47962.35	1.39	467.07	0.00	14.66	14.66	950.42
2006 04 28 12	48038.40	0.01	583.67	0.00	12.32	12.32	762.09
2006 04 29 12	48038.40	0.32	374.75	0.00	13.09	13.09	887.62
2006 04 30 12	48365.09	0.41	285.05	0.00	12.14	12.14	945.52
2006 05 01 12	48384.00	0.73	377.42	0.00	12.66	12.66	895.95
2006 05 02 12	48384.00	0.46	456.82	0.00	13.38	13.38	867.99
2006 05 03 12	48653.56	0.53	437.95	0.00	17.42	17.42	1058.06
2006 05 04 12	48729.60	0.22	510.01	0.00	17.07	17.07	1021.97
2006 05 05 12	48729.60	3.13	356.77	0.00	18.68	18.68	1201.89
2006 05 06 12	48913.65	1.39	411.09	0.00	16.79	16.79	1070.43
2006 05 07 12	49075.20	2.61	296.64	0.00	15.76	15.76	1105.17
2006 05 08 12	49075.20	1.02	356.90	0.00	13.72	13.72	1024.29
2006 05 09 12	49075.20	0.14	259.14	0.00	12.61	12.61	1048.87
2006 05 10 12	49420.80	0.08	372.27	0.00	15.03	15.03	1112.28
2006 05 11 12	49420.80	0.46	326.29	0.00	14.85	14.85	1031.31
2006 05 12 12	49420.80	0.23	443.25	0.00	11.77	11.77	756.99
2006 05 13 12	49690.35	0.37	471.81	0.00	10.86	10.86	687.64
2006 05 14 12	49766.40	0.24	437.65	0.00	13.26	13.26	799.34
2006 05 15 12	49766.40	0.06	503.29	0.00	11.44	11.44	707.10
2006 05 16 12	49766.40	0.01	550.27	0.00	11.40	11.40	693.40
2006 05 17 12	50112.00	0.02	516.50	0.00	11.70	11.70	713.39
2006 05 18 12	50112.00	2.51	438.67	0.00	13.19	13.19	771.47
2006 05 19 12	50112.00	6.31	459.45	0.00	12.90	12.90	756.77
2006 05 20 12	50112.00	5.85	438.23	0.00	16.54	16.54	1012.47
2006 05 21 12	50457.60	3.88	396.06	0.00	19.44	19.44	1257.88
2006 05 22 12	50457.60	0.88	431.87	0.00	19.02	19.02	1204.78
2006 05 23 12	50457.60	0.01	581.80	0.00	17.66	17.66	990.68
2006 05 24 12	50457.60	0.59	451.92	0.00	17.73	17.73	983.00
2006 05 25 12	50641.65	3.34	464.59	0.00	18.77	18.77	1114.69
2006 05 26 12	50803.20	2.49	407.08	0.00	21.29	21.29	1376.98
2006 05 27 12	50803.20	0.49	529.41	0.00	21.50	21.50	1311.30
2006 05 28 12	50803.20	0.00	568.35	0.00	21.90	21.90	1295.26
2006 05 29 12	50803.20	0.53	424.21	0.00	21.73	21.73	1391.96
2006 05 30 12	50987.25	8.79	410.65	0.00	22.67	22.67	1476.52
2006 05 31 12	51148.80	3.10	442.57	0.00	22.50	22.50	1471.15
2006 06 01 12	51148.80	1.57	387.48	0.00	22.43	22.43	1535.49
2006 06 02 12	51148.80	2.08	378.87	0.00	21.59	21.59	1481.29
2006 06 03 12	51148.80	0.58	488.87	0.00	20.24	20.24	1290.93
2006 06 04 12	51148.80	1.23	438.03	0.00	17.46	17.46	1055.42
2006 06 05 12	51174.88	0.41	541.02	0.00	16.85	16.85	979.25
2006 06 06 12	51418.35	0.00	582.62	0.00	16.33	16.33	927.40
2006 06 07 12	51494.40	0.00	590.66	0.00	17.18	17.18	965.26
2006 06 08 12	51494.40	0.00	564.59	0.00	19.25	19.25	1081.44
2006 06 09 12	51494.40	0.00	581.90	0.00	19.76	19.76	1108.29
2006 06 10 12	51494.40	0.00	573.65	0.00	21.83	21.83	1268.96
2006 06 11 12	51494.40	0.19	495.87	0.00	23.51	23.51	1474.26
2006 06 12 12	51494.40	0.51	399.07	0.00	23.29	23.29	1524.89
2006 06 13 12	51494.40	1.57	325.07	0.00	20.40	20.40	1416.52
2006 06 14 12	51494.40	0.47	498.04	0.00	19.98	19.98	1254.85
2006 06 15 12	51494.40	0.00	586.13	0.00	19.07	19.07	1066.30
2006 06 16 12	51520.47	0.00	552.01	0.00	19.36	19.36	1113.41
2006 06 17 12	51590.91	0.00	552.55	0.00	19.82	19.82	1143.24
2006 06 18 12	51590.91	0.00	568.51	0.00	19.44	19.44	1099.47
2006 06 19 12	51678.45	0.00	548.02	0.00	20.40	20.40	1164.44
2006 06 20 12	51678.45	0.02	554.12	0.00	22.20	22.20	1237.72
2006 06 21 12	51678.45	0.34	460.16	0.00	22.75	22.75	1302.52
2006 06 22 12	51678.45	0.49	449.05	0.00	24.22	24.22	1441.34
2006 06 23 12	51678.45	10.21	379.89	0.00	23.67	23.67	1543.66
2006 06 24 12	51678.45	25.58	342.58	0.00	22.13	22.13	1580.01
2006 06 25 12	51590.91	29.92	310.83	0.00	21.44	21.44	1661.41
2006 06 26 12	51520.47	23.62	229.03	0.00	20.45	20.45	1698.65
2006 06 27 12	51520.47	5.46	436.08	0.00	20.47	20.47	1522.01
2006 06 28 12	51494.40	0.03	570.43	0.00	20.31	20.31	1293.30
2006 06 29 12	51494.40	0.00	575.66	0.00	20.21	20.21	1257.85
2006 06 30 12	51494.40	1.93	422.18	0.00	20.75	20.75	1371.21
2006 07 01 12	51494.40	1.14	474.97	0.00	21.47	21.47	1422.37
2006 07 02 12	51494.40	1.48	500.59	0.00	22.69	22.69	1509.59
2006 07 03 12	51494.40	3.27	407.67	0.00	23.20	23.20	1626.93
2006 07 04 12	51494.40	5.65	401.61	0.00	23.77	23.77	1720.51
2006 07 05 12	51494.40	4.23	349.93	0.00	23.34	23.34	1780.55
2006 07 06 12	51475.48	0.96	400.54	0.00	22.00	22.00	1697.69
2006 07 07 12	51332.85	0.48	309.61	0.00	20.67	20.67	1597.28
2006 07 08 12	51148.80	0.15	508.42	0.00	19.11	19.11	1356.34
2006 07 09 12	51148.80	0.07	438.77	0.00	19.13	19.13	1410.79
2006 07 10 12	51148.80	17.01	391.11	0.00	21.62	21.62	1608.87
2006 07 11 12	51148.80	7.47	388.66	0.00	22.10	22.10	1659.81
2006 07 12 12	51148.80	3.45	374.58	0.00	22.46	22.46	1740.86
2006 07 13 12	51072.75	12.24	383.25	0.00	23.62	23.62	1865.15
2006 07 14 12	50829.27	3.98	359.40	0.00	24.58	24.58	1987.76
2006 07 15 12	50803.20	0.41	456.41	0.00	24.61	24.61	1902.96
2006 07 16 12	50803.20	0.11	504.87	0.00	23.72	23.72	1743.96
2006 07 17 12	50803.20	0.00	546.86	0.00	22.33	22.33	1560.21
2006 07 18 12	50803.20	0.00	554.75	0.00	22.74	22.74	1582.51
2006 07 19 12	50483.68	7.40	407.45	0.00	23.67	23.67	1733.73
2006 07 20 12	50457.60	4.45	394.68	0.00	24.05	24.05	1805.46
2006 07 21 12	50457.60	3.94	389.77	0.00	24.10	24.10	1815.88
2006 07 22 12	50457.60	1.29	422.92	0.00	23.76	23.76	1817.34
2006 07 23 12	50296.05	3.46	329.79	0.00	23.17	23.17	1851.56
2006 07 24 12	50112.00	3.39	343.52	0.00	21.63	21.63	1746.79
2006 07 25 12	50112.00	3.24	349.30	0.00	22.50	22.50	1779.79
2006 07 26 12	50112.00	0.83	528.80	0.00	22.78	22.78	1668.42
2006 07 27 12	49950.45	0.75	436.86	0.00	23.99	23.99	1784.14
2006 07 28 12	49766.40	3.23	398.58	0.00	24.00	24.00	1791.45
2006 07 29 12	49766.40	1.43	371.39	0.00	23.12	23.12	1787.48
2006 07 30 12	49766.40	0.18	470.76	0.00	22.44	22.44	1719.44
2006 07 31 12	49446.88	1.38	402.08	0.00	23.76	23.76	1793.34
2006 08 01 12	49420.80	0.49	516.09	0.00	25.21	25.21	1864.07
2006 08 02 12	49420.80	4.31	390.25	0.00	25.91	25.91	1987.96
2006 08 03 12	49344.75	1.53	499.59	0.00	25.82	25.82	1976.01
2006 08 04 12	49075.20	3.44	378.99	0.00	26.15	26.15	2075.89
2006 08 05 12	49075.20	1.86	357.73	0.00	25.11	25.11	2047.00
2006 08 06 12	49075.20	0.59	303.02	0.00	24.63	24.63	2103.30
2006 08 07 12	48729.60	0.44	447.44	0.00	25.05	25.05	1998.16
2006 08 08 12	48729.60	0.13	494.67	0.00	25.29	25.29	1912.46
2006 08 09 12	48729.60	0.86	394.43	0.00	24.88	24.88	1890.36
2006 08 10 12	48384.00	3.32	377.96	0.00	24.96	24.96	1940.24
2006 08 11 12	48384.00	5.43	344.45	0.00	23.85	23.85	1877.64
2006 08 12 12	48384.00	2.83	283.86	0.00	20.57	20.57	1669.09
2006 08 13 12	48038.40	0.45	421.67	0.00	19.60	19.60	1595.88
2006 08 14 12	48038.40	4.68	353.35	0.00	21.74	21.74	1789.56
2006 08 15 12	48038.40	7.99	352.60	0.00	23.66	23.66	1928.84
2006 08 16 12	47692.80	2.26	401.95	0.00	22.95	22.95	1867.84
2006 08 17 12	47692.80	0.04	434.31	0.00	22.23	22.23	1779.41
2006 08 18 12	47692.80	6.40	372.23	0.00	21.66	21.66	1719.06
2006 08 19 12	47347.20	6.53	354.37	0.00	22.75	22.75	1834.22
2006 08 20 12	47347.20	2.47	366.56	0.00	23.08	23.08	1852.17
2006 08 21 12	47347.20	1.99	360.51	0.00	23.35	23.35	1887.48
2006 08 22 12	47001.60	1.04	372.70	0.00	23.77	23.77	1929.91
2006 08 23 12	47001.60	11.01	341.76	0.00	23.12	23.12	1895.03
2006 08 24 12	46925.56	3.64	421.23	0.00	22.95	22.95	1844.30
2006 08 25 12	46656.00	0.01	493.76	0.00	21.58	21.58	1623.74
2006 08 26 12	46656.00	0.00	518.32	0.00	21.09	21.09	1539.34
2006 08 27 12	46310.40	0.92	383.88	0.00	21.98	21.98	1647.04
2006 08 28 12	46310.40	2.55	379.94	0.00	22.28	22.28	1735.44
2006 08 29 12	46310.40	25.15	349.37	0.00	24.42	24.42	2011.45
2006 08 30 12	45964.80	22.95	342.05	0.00	24.52	24.52	2059.98
2006 08 31 12	45964.80	18.54	261.40	0.00	22.87	22.87	1995.44
2006 09 01 12	45964.80	10.88	270.44	0.00	21.33	21.33	1874.60
2006 09 02 12	45619.20	2.28	364.17	0.00	20.62	20.62	1756.84
2006 09 03 12	45619.20	7.09	294.92	0.00	20.97	20.97	1839.37
2006 09 04 12	45273.60	24.21	287.17	0.00	21.97	21.97	1934.69
2006 09 05 12	45273.60	10.79	260.41	0.00	20.23	20.23	1752.91
2006 09 06 12	45273.60	10.40	324.22	0.00	18.53	18.53	1563.91
2006 09 07 12	44928.00	3.61	336.91	0.00	19.13	19.13	1567.91
2006 09 08 12	44928.00	0.18	470.44	0.00	19.03	19.03	1501.71
2006 09 09 12	44678.91	3.05	369.40	0.00	19.05	19.05	1497.23
2006 09 10 12	44582.40	1.07	412.23	0.00	19.69	19.69	1569.91
2006 09 11 12	44582.40	5.35	313.14	0.00	20.28	20.28	1673.76
2006 09 12 12	44236.80	23.48	239.71	0.00	18.10	18.10	1563.24
2006 09 13 12	44236.80	9.83	211.20	0.00	16.32	16.32	1467.41
2006 09 14 12	44236.80	0.90	389.17	0.00	16.41	16.41	1389.59
2006 09 15 12	43891.20	0.01	493.53	0.00	17.34	17.34	1337.65
2006 09 16 12	43891.20	0.00	497.15	0.00	18.33	18.33	1360.78
2006 09 17 12	43545.60	13.04	368.93	0.00	18.72	18.72	1426.09
2006 09 18 12	43545.60	12.18	348.05	0.00	19.32	19.32	1527.28
2006 09 19 12	43545.60	2.71	393.83	0.00	19.55	19.55	1478.68
2006 09 20 12	43200.00	0.03	512.52	0.00	16.12	16.12	1108.12
2006 09 21 12	43200.00	2.26	376.00	0.00	14.06	14.06	1024.11
2006 09 22 12	42854.40	8.68	320.51	0.00	14.62	14.62	1231.24
2006 09 23 12	42854.40	14.40	214.97	0.00	18.12	18.12	1618.50
2006 09 24 12	42854.40	6.25	283.67	0.00	17.86	17.86	1523.33
2006 09 25 12	42508.80	0.88	420.29	0.00	17.12	17.12	1323.38
2006 09 26 12	42508.80	0.03	452.48	0.00	15.84	15.84	1199.06
2006 09 27 12	42163.20	2.55	354.45	0.00	15.28	15.28	1145.06
2006 09 28 12	42163.20	1.26	380.27	0.00	14.77	14.77	1051.62
2006 09 29 12	42163.20	2.48	375.66	0.00	12.87	12.87	908.84
2006 09 30 12	41817.60	2.06	364.51	0.00	12.41	12.41	919.85
2006 10 01 12	41817.60	0.43	449.23	0.00	15.10	15.10	1090.57
2006 10 02 12	41721.09	0.00	469.49	0.00	16.23	16.23	1143.92
2006 10 03 12	41472.00	0.00	460.14	0.00	16.85	16.85	1198.15
2006 10 04 12	41472.00	0.00	455.36	0.00	17.76	17.76	1271.83
2006 10 05 12	41126.40	0.65	335.96	0.00	18.55	18.55	1325.36
2006 10 06 12	41126.40	0.25	436.56	0.00	17.17	17.17	1160.61
2006 10 07 12	41126.40	0.02	452.41	0.00	13.48	13.48	923.86
2006 10 08 12	40780.80	0.04	379.51	0.00	13.95	13.95	1052.08
2006 10 09 12	40780.80	0.01	411.64	0.00	15.06	15.06	1145.07
2006 10 10 12	40435.20	0.63	330.22	0.00	15.94	15.94	1175.62
2006 10 11 12	40435.20	1.67	292.96	0.00	16.87	16.87	1251.46
2006 10 12 12	40435.20	0.49	398.55	0.00	14.31	14.31	1042.41
2006 10 13 12	40089.60	0.00	423.85	0.00	10.05	10.05	772.82
2006 10 14 12	40089.60	0.00	441.76	0.00	7.85	7.85	640.01
2006 10 15 12	40089.60	4.47	341.84	0.00	7.48	7.48	614.13
2006 10 16 12	39744.00	46.88	294.61	0.00	9.27	9.27	770.74
2006 10 17 12	39744.00	36.17	207.77	0.00	11.83	11.83	1086.09
2006 10 18 12	39474.44	14.62	201.27	0.00	15.60	15.60	1397.89
2006 10 19 12	39398.40	9.37	262.86	0.00	16.88	16.88	1373.79
2006 10 20 12	39398.40	2.37	314.81	0.00	14.59	14.59	1125.34
2006 10 21 12	39052.80	1.91	310.41	0.00	10.51	10.51	825.50
2006 10 22 12	39052.80	0.71	336.39	0.00	10.45	10.45	791.72
2006 10 23 12	39052.80	0.03	372.83	0.00	6.50	6.50	618.22
2006 10 24 12	38707.20	0.00	347.63	0.00	3.59	3.59	530.10
2006 10 25 12	38707.20	0.00	410.71	0.00	3.80	3.80	526.26
2006 10 26 12	38707.20	20.95	287.13	0.00	7.63	7.63	714.34
2006 10 27 12	38361.60	25.71	237.91	0.00	10.69	10.69	921.50
2006 10 28 12	38361.60	6.48	233.58	0.00	10.33	10.33	929.97
2006 10 29 12	38361.60	0.08	386.16	0.00	9.27	9.27	786.99
2006 10 30 12	38016.00	0.00	401.42	0.00	10.62	10.62	785.99
2006 10 31 12	38016.00	1.02	282.80	0.00	12.86	12.86	924.37
2006 11 01 12	38016.00	0.92	256.77	0.00	13.23	13.23	979.64
2006 11 02 12	37670.40	0.23	372.51	0.00	9.91	9.91	736.05
2006 11 03 12	37670.40	0.01	389.82	0.00	5.83	5.83	517.22
2006 11 04 12	37670.40	0.00	398.92	0.00	1.73	1.73	386.69
2006 11 05 12	37324.80	2.02	320.14	0.00	4.17	4.17	496.48
2006 11 06 12	37324.80	19.85	270.93	0.00	5.86	5.86	627.80
2006 11 07 12	37324.80	12.63	165.35	0.00	8.94	8.94	880.74
2006 11 08 12	37055.25	2.19	133.69	0.00	9.69	9.69	989.75
2006 11 09 12	36979.20	0.04	332.80	0.00	11.36	11.36	958.71
2006 11 10 12	36979.20	1.87	273.88	0.00	13.37	13.37	922.84
2006 11 11 12	36953.12	1.72	269.80	0.00	12.80	12.80	856.14
2006 11 12 12	36633.60	0.44	316.04	0.00	9.11	9.11	732.64
2006 11 13 12	36633.60	0.02	367.65	0.00	8.25	8.25	648.67
2006 11 14 12	36633.60	41.19	272.21	0.00	9.86	9.86	710.01
2006 11 15 12	36449.55	39.51	216.35	0.00	11.20	11.20	875.80
2006 11 16 12	36288.00	9.08	219.22	0.00	9.03	9.03	801.86
2006 11 17 12	36288.00	0.17	285.04	0.00	5.25	5.25	622.23
2006 11 18 12	36288.00	0.00	332.61	0.00	4.73	4.73	570.24
2006 11 19 12	36103.95	0.00	309.26	0.00	5.37	5.37	583.93
2006 11 20 12	35942.40	0.00	274.56	0.00	2.93	2.93	510.72
2006 11 21 12	35942.40	0.10	266.99	0.00	1.04	1.04	472.60
2006 11 22 12	35942.40	0.08	269.82	0.00	5.47	5.47	642.31
2006 11 23 12	35916.32	0.01	333.59	0.00	8.92	8.92	718.42
2006 11 24 12	35596.80	0.00	340.79	0.00	9.41	9.41	686.62
2006 11 25 12	35596.80	0.00	338.47	0.00	9.57	9.57	677.70
2006 11 26 12	35596.80	0.00	337.48	0.00	9.33	9.33	658.51
2006 11 27 12	35596.80	0.00	333.91	0.00	9.40	9.40	697.41
2006 11 28 12	35570.73	6.41	205.94	0.00	11.94	11.94	967.83
2006 11 29 12	35327.25	23.86	103.55	0.00	13.92	13.92	1279.09
2006 11 30 12	35251.20	35.98	92.03	0.00	14.69	14.69	1348.57
2006 12 01 12	35251.20	10.01	220.15	0.00	11.09	11.09	916.58
2006 12 02 12	35251.20	0.14	327.53	0.00	7.70	7.70	632.08
2006 12 03 12	35251.20	0.00	298.83	0.00	7.22	7.22	615.38
2006 12 04 12	35251.20	0.00	305.89	0.00	3.28	3.28	484.40
2006 12 05 12	35067.15	0.00	298.35	0.00	2.77	2.77	481.62
2006 12 06 12	34924.52	0.00	309.34	0.00	3.62	3.62	482.84
2006 12 07 12	34905.60	0.00	328.50	0.00	1.09	1.09	351.72
2006 12 08 12	34905.60	0.00	329.69	0.00	-2.36	-2.36	261.96
2006 12 09 12	34905.60	0.00	322.68	0.00	-1.85	-1.85	293.10
2006 12 10 12	34905.60	0.00	323.85	0.00	1.20	1.20	381.91
2006 12 11 12	34905.60	0.50	266.51	0.00	4.71	4.71	512.35
2006 12 12 12	34905.60	2.46	217.91	0.00	7.47	7.47	658.48
2006 12 13 12	34905.60	0.83	280.27	0.00	7.39	7.39	658.23
2006 12 14 12	34905.60	0.02	307.98	0.00	7.20	7.20	624.12
2006 12 15 12	34879.53	0.00	311.10	0.00	7.88	7.88	636.67
2006 12 16 12	34879.53	0.00	311.30	0.00	9.50	9.50	689.16
2006 12 17 12	34809.09	0.00	309.52	0.00	10.28	10.28	713.29
2006 12 18 12	34721.55	0.00	310.34	0.00	10.17	10.17	714.09
2006 12 19 12	34721.55	0.28	248.23	0.00	10.43	10.43	747.34
2006 12 20 12	34721.55	4.83	190.04	0.00	9.55	9.55	788.64
2006 12 21 12	34721.55	43.68	119.83	0.00	8.76	8.76	885.34
2006 12 22 12	34721.55	23.09	84.65	0.00	10.04	10.04	997.93
2006 12 23 12	34721.55	3.86	193.62	0.00	7.99	7.99	788.11
2006 12 24 12	34809.09	15.86	226.83	0.00	8.10	8.10	694.48
2006 12 25 12	34809.09	11.08	198.88	0.00	7.94	7.94	686.99
2006 12 26 12	34879.53	2.02	231.79	0.00	3.79	3.79	546.75
2006 12 27 12	34905.60	0.02	260.37	0.00	1.70	1.70	478.50
2006 12 28 12	34905.60	0.00	298.86	0.00	2.92	2.92	499.99
2006 12 29 12	34905.60	5.86	222.09	0.00	5.17	5.17	597.33
2006 12 30 12	34905.60	56.89	189.88	0.00	8.29	8.29	811.70
2006 12 31 12	34905.60	18.38	105.55	0.00	11.19	11.19	1036.53
2007 01 01 12	34905.60	0.47	221.76	0.00	9.00	9.00	805.31
2007 01 02 12	34905.60	0.15	317.01	0.00	6.15	6.15	571.82
2007 01 03 12	34905.60	1.19	234.29	0.00	4.66	4.66	530.30
2007 01 04 12	34905.60	19.35	220.87	0.00	6.94	6.94	694.55
2007 01 05 12	34981.65	14.56	189.44	0.00	10.78	10.78	924.30
2007 01 06 12	35225.12	23.65	201.89	0.00	10.48	10.48	898.58
2007 01 07 12	35251.20	28.18	214.70	0.00	10.04	10.04	838.59
2007 01 08 12	35251.20	7.53	185.38	0.00	7.95	7.95	736.25
2007 01 09 12	35251.20	0.40	208.71	0.00	2.75	2.75	511.25
2007 01 10 12	35251.20	0.08	290.47	0.00	-0.19	-0.19	402.15
2007 01 11 12	35251.20	0.22	253.12	0.00	0.03	0.03	414.81
2007 01 12 12	35412.75	0.18	243.87	0.00	3.35	3.35	589.22
