Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
2012 07 08 12	51148.8	1.5	541.94	0	25.91	25.91	2130.28
2012 07 09 12	51148.8	2.9	528.38	0	25.87	25.87	2264.08
2012 07 10 12	51148.8	0.51	444.61	0	24.9	24.9	2124.2
2012 07 11 12	51148.8	13.97	406.69	0	23.64	23.64	2030.24
2012 07 12 12	51072.75	12.73	381.41	0	22.24	22.24	2040.17
2012 07 13 12	50829.27	4.14	334.11	0	21.1	21.1	1997.89
2012 07 14 12	50803.2	14.76	322.53	0	20.51	20.51	1990.18
2012 07 15 12	50803.2	28.14	422.46	0	21.99	21.99	2085.75
2012 07 16 12	50803.2	7.64	368.38	0	22.53	22.53	2125.92
2012 07 17 12	50803.2	1.65	458.82	0	23.75	23.75	2060.52
2012 07 18 12	50483.68	1.58	465.54	0	24.3	24.3	2092.6
2012 07 19 12	50457.6	9.18	455.03	0	24.45	24.45	2119.06
2012 07 20 12	50457.6	2.91	524.41	0	24.48	24.48	2252.61
2012 07 21 12	50457.6	9.44	478.27	0	24.61	24.61	2308.67
2012 07 22 12	50296.05	1.91	421.35	0	23.6	23.6	2221.13
2012 07 23 12	50112	0.15	536.19	0	23.95	23.95	2113.17
2012 07 24 12	50112	1.41	512.75	0	25.19	25.19	2141.91
2012 07 25 12	50112	0	552.06	0	25.28	25.28	2195.21
2012 07 26 12	49950.45	0.02	558.57	0	25.87	25.87	2256.64
2012 07 27 12	49766.4	0	566.2	0	26.67	26.67	2251.59
2012 07 28 12	49766.4	4.74	464	0	25.65	25.65	2249.75
2012 07 29 12	49766.4	0.26	550.94	0	24.82	24.82	2209.07
2012 07 30 12	49446.88	0	571.32	0	23.92	23.92	1974.91
2012 07 31 12	49420.8	1.32	519.47	0	23.67	23.67	1971.96
2012 08 01 12	49420.8	4.34	424.07	0	23.04	23.04	2120.97
2012 08 02 12	49344.75	4.31	508.46	0	23.55	23.55	2105.42
2012 08 03 12	49075.2	0.4	505.33	0	25.42	25.42	2192.16
2012 08 04 12	49075.2	1.34	377.9	0	24.74	24.74	2330.84
2012 08 05 12	49075.2	38.06	401.63	0	23.98	23.98	2306.26
2012 08 06 12	48729.6	0.62	504.09	0	23.44	23.44	2203.7
2012 08 07 12	48729.6	4.21	419.77	0	22.63	22.63	2117.32
2012 08 08 12	48729.6	22	367.99	0	22.35	22.35	2155.66
2012 08 09 12	48384	17.55	464.87	0	23.24	23.24	2167.69
2012 08 10 12	48384	2.87	381.61	0	23.39	23.39	2166.32
2012 08 11 12	48384	3.58	456.59	0	21.75	21.75	2074.98
2012 08 12 12	48038.4	2.73	481.76	0	22.11	22.11	2120.86
2012 08 13 12	48038.4	0.08	543	0	21.98	21.98	2003.41
2012 08 14 12	48038.4	0.01	492.16	0	21.2	21.2	1684.09
2012 08 15 12	47692.8	5.42	441.13	0	21.52	21.52	1823.87
2012 08 16 12	47692.8	0.1	420.66	0	22.39	22.39	2002.94
2012 08 17 12	47692.8	0.02	561.69	0	20.62	20.62	1587.64
2012 08 18 12	47347.2	0.02	398.87	0	21.99	21.99	1786.1
2012 08 19 12	47347.2	5.38	391.57	0	21.28	21.28	1872.69
2012 08 20 12	47347.2	12.82	428.3	0	21.23	21.23	1905.04
2012 08 21 12	47001.6	0.06	520.76	0	19.55	19.55	1570.46
2012 08 22 12	47001.6	0.07	357.58	0	18.97	18.97	1589.19
2012 08 23 12	46925.56	0.57	399.39	0	19.39	19.39	1739.48
2012 08 24 12	46656	2.91	422.67	0	20.51	20.51	1889.74
2012 08 25 12	46656	0.28	488.84	0	20.7	20.7	1800.73
2012 08 26 12	46310.4	1.94	530.86	0	20.94	20.94	1628.04
2012 08 27 12	46310.4	3.96	540.81	0	21.34	21.34	1614.31
2012 08 28 12	46310.4	0	554.19	0	21.67	21.67	1747.1
2012 08 29 12	45964.8	10.62	384.92	0	22.09	22.09	2086.73
2012 08 30 12	45964.8	3.83	438.97	0	22.53	22.53	2135.57
2012 08 31 12	45964.8	4.3	421.43	0	23.16	23.16	2174.75
2012 09 01 12	45619.2	1.39	494.82	0	23.79	23.79	2244.01
2012 09 02 12	45619.2	4.61	417.73	0	24.19	24.19	2252.77
2012 09 03 12	45273.6	2.45	382.74	0	23.69	23.69	2211.73
2012 09 04 12	45273.6	12.29	337.44	0	23.32	23.32	2224.33
2012 09 05 12	45273.6	25.66	311.61	0	21.39	21.39	2115.66
2012 09 06 12	44928	2.77	425.73	0	22.07	22.07	2113.69
2012 09 07 12	44928	0.01	476.33	0	23.39	23.39	2215.9
2012 09 08 12	44678.91	0.03	477.17	0	24.29	24.29	2141.88
2012 09 09 12	44582.4	0.08	378.33	0	22.8	22.8	2130.07
2012 09 10 12	44582.4	0.02	515.16	0	17.02	17.02	1394.17
2012 09 11 12	44236.8	0	481.34	0	16.41	16.41	1166.53
2012 09 12 12	44236.8	0	353.14	0	18.46	18.46	1301.92
2012 09 13 12	44236.8	0	396.95	0	17.93	17.93	1267.97
2012 09 14 12	43891.2	0	460.68	0	17	17	1294.24
2012 09 15 12	43891.2	0	480.57	0	19.09	19.09	1563.56
2012 09 16 12	43545.6	0	444.69	0	19.93	19.93	1552.82
2012 09 17 12	43545.6	1.71	298.63	0	20.65	20.65	1640.4
2012 09 18 12	43545.6	8.2	291.56	0	19.53	19.53	1792.71
2012 09 19 12	43200	78.06	269.05	0	18.18	18.18	1842.54
2012 09 20 12	43200	0	481.53	0	16.25	16.25	1371.89
2012 09 21 12	42854.4	0	479.38	0	16.21	16.21	1384.41
2012 09 22 12	42854.4	0	483.01	0	18.23	18.23	1520.95
2012 09 23 12	42854.4	0	478.53	0	19.38	19.38	1589.8
2012 09 24 12	42508.8	0	506.62	0	14.51	14.51	860.04
2012 09 25 12	42508.8	0	500.8	0	11.15	11.15	700.82
2012 09 26 12	42163.2	0	412.87	0	14.4	14.4	925.7
2012 09 27 12	42163.2	0	476.61	0	18.12	18.12	1372.26
2012 09 28 12	42163.2	0	467.38	0	19.75	19.75	1604.5
2012 09 29 12	41817.6	0	425.45	0	20.69	20.69	1614.32
2012 09 30 12	41817.6	2.27	383.98	0	20.01	20.01	1590.31
2012 10 01 12	41721.09	0.03	404.16	0	17.1	17.1	1476.39
2012 10 02 12	41472	37.6	197.18	0	17.91	17.91	1875.15
2012 10 03 12	41472	81.05	388.53	0	18.66	18.66	1872.48
2012 10 04 12	41126.4	0	455.69	0	18.1	18.1	1642.5
2012 10 05 12	41126.4	0	474.47	0	17.17	17.17	1292.21
2012 10 06 12	41126.4	0	473.76	0	17.24	17.24	1235.87
2012 10 07 12	40780.8	0	420.41	0	16.83	16.83	1343.53
2012 10 08 12	40780.8	1.66	326.39	0	15.08	15.08	1355.45
2012 10 09 12	40435.2	0.31	169.98	0	10.99	10.99	1148.1
2012 10 10 12	40435.2	0.01	456.66	0	10.14	10.14	1033.78
2012 10 11 12	40435.2	0.42	457.81	0	12.3	12.3	1087.06
2012 10 12 12	40089.6	0	465.62	0	10.69	10.69	880.92
2012 10 13 12	40089.6	0	395.77	0	15.17	15.17	1249.44
2012 10 14 12	40089.6	0	390.74	0	13.96	13.96	1154.77
2012 10 15 12	39744	0	359.07	0	15.35	15.35	1365.01
2012 10 16 12	39744	16.12	417.16	0	16.95	16.95	1455.94
2012 10 17 12	39474.44	0.03	456.47	0	10.93	10.93	813.78
2012 10 18 12	39398.4	0	444.38	0	12.68	12.68	818.42
2012 10 19 12	39398.4	0.62	282.89	0	13.36	13.36	1156.29
2012 10 20 12	39052.8	1.22	452.28	0	12.38	12.38	835.99
2012 10 21 12	39052.8	0	436.85	0	9.47	9.47	715.06
2012 10 22 12	39052.8	0	434.2	0	9.99	9.99	829.53
2012 10 23 12	38707.2	0	427.83	0	14.49	14.49	871.76
2012 10 24 12	38707.2	0	419.8	0	15.47	15.47	947.62
2012 10 25 12	38707.2	0	423.56	0	15.84	15.84	1033.6
2012 10 26 12	38361.6	0	411.02	0	16.75	16.75	1315.53
2012 10 27 12	38361.6	0	404.78	0	17.43	17.43	1553.24
2012 10 28 12	38361.6	0	400.01	0	15.42	15.42	1299.43
2012 10 29 12	38016	0.87	234.84	0	9.8	9.8	992.22
2012 10 30 12	38016	0.18	364.98	0	3.33	3.33	584.94
2012 10 31 12	38016	0.1	315.38	0	2.46	2.46	456.66
2012 11 01 12	37670.4	0	421.02	0	3.86	3.86	422.61
2012 11 02 12	37670.4	0	385.14	0	3.99	3.99	395.55
2012 11 03 12	37670.4	0	366.79	0	8.23	8.23	561.64
2012 11 04 12	37324.8	0	366.49	0	10.81	10.81	675.82
2012 11 05 12	37324.8	0	312.9	0	14.02	14.02	1125.54
2012 11 06 12	37324.8	0	365.12	0	7.41	7.41	670.73
2012 11 07 12	37055.25	3.31	165.37	0	5.32	5.32	638.86
2012 11 08 12	36979.2	3.51	143.87	0	4.79	4.79	709.46
2012 11 09 12	36979.2	0.18	369.5	0	5.75	5.75	595.01
2012 11 10 12	36953.12	0	365.33	0	7.48	7.48	487.45
2012 11 11 12	36633.6	0	359.13	0	10.63	10.63	541.05
2012 11 12 12	36633.6	0	351.93	0	10.78	10.78	786.9
2012 11 13 12	36633.6	0.56	202.58	0	14.31	14.31	1336.54
2012 11 14 12	36449.55	4.65	355.47	0	8.3	8.3	849.65
2012 11 15 12	36288	0	332.02	0	4.54	4.54	544.07
2012 11 16 12	36288	1.48	324.49	0	5.73	5.73	707.32
2012 11 17 12	36288	0	347.43	0	4.83	4.83	569.47
2012 11 18 12	36103.95	0	350.39	0	4.16	4.16	500.16
2012 11 19 12	35942.4	0	322.2	0	5.76	5.76	671.5
2012 11 20 12	35942.4	0	292.42	0	9.09	9.09	900.49
2012 11 21 12	35942.4	0	280.46	0	10.22	10.22	950.8
2012 11 22 12	35916.32	0	330.17	0	9.56	9.56	742.05
2012 11 23 12	35596.8	0	337.9	0	9.4	9.4	631.45
2012 11 24 12	35596.8	0	286.93	0	9.75	9.75	732.92
2012 11 25 12	35596.8	0	340.69	0	3.29	3.29	481.32
2012 11 26 12	35596.8	0	331.52	0	1.95	1.95	299.55
2012 11 27 12	35570.73	0	324.45	0	5.66	5.66	374.54
2012 11 28 12	35327.25	1.29	148.55	0	7.85	7.85	670.53
2012 11 29 12	35251.2	0	329.13	0	5.74	5.74	661.26
2012 11 30 12	35251.2	0	325.27	0	5.08	5.08	507.39
2012 12 01 12	35251.2	0	300.85	0	6.58	6.58	649.56
2012 12 02 12	35251.2	0	263.27	0	9.7	9.7	942.54
2012 12 03 12	35251.2	0	272.46	0	11.74	11.74	1131.28
2012 12 04 12	35067.15	0	279.82	0	13.61	13.61	1154.87
2012 12 05 12	34924.52	0.01	292.56	0	14.73	14.73	1244.68
2012 12 06 12	34905.6	1.26	128.49	0	13.26	13.26	1225.69
2012 12 07 12	34905.6	0.06	157.77	0	9.91	9.91	997.98
2012 12 08 12	34905.6	0.29	192.02	0	9.64	9.64	1038.63
2012 12 09 12	34905.6	0.44	222.29	0	12.11	12.11	1215.42
2012 12 10 12	34905.6	2.45	285.52	0	13.91	13.91	1305.75
2012 12 11 12	34905.6	16.44	129.61	0	13.63	13.63	1392.38
2012 12 12 12	34905.6	0.24	309.06	0	9.33	9.33	935.44
2012 12 13 12	34905.6	0	195.57	0	5.91	5.91	656.37
2012 12 14 12	34879.53	0.89	320.51	0	5.63	5.63	655.25
2012 12 15 12	34879.53	0	319.17	0	4.49	4.49	554.41
2012 12 16 12	34809.09	0	161.27	0	6.24	6.24	674.26
2012 12 17 12	34721.55	6.39	110.82	0	9.85	9.85	1108.91
2012 12 18 12	34721.55	22.11	194.96	0	12.12	12.12	1279.48
2012 12 19 12	34721.55	1.02	321.65	0	8.59	8.59	859.34
2012 12 20 12	34721.55	0	314.84	0	7.37	7.37	635.25
2012 12 21 12	34721.55	45.86	87.48	0	7.75	7.75	825.64
2012 12 22 12	34721.55	0.32	216.45	0	-0.41	-0.41	475.25
2012 12 23 12	34809.09	0	328.38	0	-1.14	-1.14	289.77
2012 12 24 12	34809.09	0	284.71	0	2.73	2.73	324.03
2012 12 25 12	34879.53	23.08	146.37	0	5.07	5.07	731.74
2012 12 26 12	34905.6	0.21	301.18	0	7.16	7.16	852.73
2012 12 27 12	34905.6	59.53	151.13	0	7.03	7.03	926.34
2012 12 28 12	34905.6	0	313.83	0	-0.11	-0.11	441.17
2012 12 29 12	34905.6	0	296.24	0	2.33	2.33	465.73
2012 12 30 12	34905.6	11.33	294.34	0	2.93	2.93	632.24
2012 12 31 12	34905.6	0	327.79	0	-1.37	-1.37	369.18
2013 01 01 12	34905.6	6.55	89.46	0	5.48	5.48	733.47
2013 01 02 12	34905.6	12.66	259.4	0	7.22	7.22	916.8
2013 01 03 12	34905.6	0	297.42	0	4.94	4.94	732.69
2013 01 04 12	34905.6	0	299.26	0	0.81	0.81	397.13
2013 01 05 12	34981.65	0	306.95	0	1.23	1.23	334.73
2013 01 06 12	35225.12	0.64	307.69	0	3.97	3.97	613.06
2013 01 07 12	35251.2	0.01	327.75	0	2.13	2.13	495.86
2013 01 08 12	35251.2	0	265.5	0	2.85	2.85	616.3
2013 01 09 12	35251.2	0.12	148.95	0	9.47	9.47	1070.31
2013 01 10 12	35251.2	0.01	150.46	0	13.49	13.49	1372.89
2013 01 11 12	35251.2	20.24	143.59	0	13.27	13.27	1387.51
2013 01 12 12	35412.75	13.13	149.73	0	15.11	15.11	1552.3
2013 01 13 12	35596.8	0	279.49	0	15.84	15.84	1559.55
2013 01 14 12	35596.8	33.26	86.15	0	15.7	15.7	1622.27
2013 01 15 12	35596.8	45.95	81.64	0	12.68	12.68	1367.02
2013 01 16 12	35596.8	50.33	91.3	0	10.78	10.78	1184.09
2013 01 17 12	35758.35	55.27	84.67	0	6.43	6.43	882.03
2013 01 18 12	35942.4	11.57	342.6	0	3.65	3.65	559.98
2013 01 19 12	35942.4	0	348.49	0	2.84	2.84	482.55
2013 01 20 12	35942.4	0	346.36	0	4.3	4.3	560.84
2013 01 21 12	35942.4	0.01	348.88	0	4.21	4.21	453.84
2013 01 22 12	36288	0	349.41	0	-2.17	-2.17	254.66
2013 01 23 12	36288	0	318.2	0	-1.93	-1.93	293.93
2013 01 24 12	36288	0	355.44	0	1.61	1.61	470.76
2013 01 25 12	36288	1.93	98.27	0	-2.71	-2.71	339
2013 01 26 12	36633.6	0.77	267.81	0	3.67	3.67	563.21
2013 01 27 12	36633.6	0.06	338.58	0	2.7	2.7	456.31
2013 01 28 12	36633.6	0.1	296.79	0	5.32	5.32	744.12
2013 01 29 12	36709.65	0	263.32	0	11.11	11.11	1181.9
2013 01 30 12	36979.2	61.31	138.37	0	13.47	13.47	1401.41
2013 01 31 12	36979.2	16.67	353.89	0	2.21	2.21	597.26
2013 02 01 12	36979.2	0	384.71	0	-1.33	-1.33	328.83
2013 02 02 12	37324.8	0.75	198.62	0	-1.81	-1.81	254.83
2013 02 03 12	37324.8	5.13	252.92	0	0.88	0.88	531.9
2013 02 04 12	37324.8	0.19	329.02	0	1.29	1.29	428.59
2013 02 05 12	37486.35	0.21	300.97	0	4.73	4.73	641.82
2013 02 06 12	37670.4	0.02	382.28	0	7.46	7.46	692.27
2013 02 07 12	37670.4	3.68	140.24	0	6.36	6.36	708.58
2013 02 08 12	37746.44	3.03	206.42	0	6.56	6.56	854.62
2013 02 09 12	38016	0	397.54	0	4.05	4.05	484
2013 02 10 12	38016	2.37	194.18	0	4.06	4.06	528.11
2013 02 11 12	38034.91	34.64	261.54	0	10.23	10.23	1094.01
2013 02 12 12	38361.6	0.81	338.34	0	8.47	8.47	733.39
2013 02 13 12	38361.6	4.69	249.48	0	6.92	6.92	848.07
2013 02 14 12	38437.65	0	404.54	0	3.62	3.62	597.25
2013 02 15 12	38707.2	0.01	367.05	0	5.13	5.13	567.67
2013 02 16 12	38707.2	0.06	209.68	0	1.92	1.92	489.29
2013 02 17 12	38868.75	0	427.82	0	-4.26	-4.26	226.64
2013 02 18 12	39052.8	0.08	411	0	0.34	0.34	321.18
2013 02 19 12	39052.8	5.6	276.76	0	2.69	2.69	552.93
2013 02 20 12	39398.4	0	410.87	0	0.08	0.08	348.08
2013 02 21 12	39398.4	0	413.55	0	3.45	3.45	426.22
2013 02 22 12	39398.4	21.88	245.4	0	4.05	4.05	709.28
2013 02 23 12	39744	13.19	199.47	0	6.92	6.92	916.3
2013 02 24 12	39744	0.05	435.12	0	7.4	7.4	754.67
2013 02 25 12	39744	0.48	382.32	0	5.64	5.64	560.79
2013 02 26 12	40089.6	53.19	255.6	0	5.38	5.38	807.25
2013 02 27 12	40089.6	0.08	435.39	0	4.95	4.95	708.73
2013 02 28 12	40251.15	0.29	299.8	0	2.8	2.8	573.1
2013 03 01 12	40435.2	0	232.56	0	0.17	0.17	485.59
2013 03 02 12	40435.2	0.36	201.05	0	-0.16	-0.16	465.35
2013 03 03 12	40780.8	0	377.03	0	-1.98	-1.98	377.1
2013 03 04 12	40780.8	0	363.5	0	-1.24	-1.24	357.86
2013 03 05 12	40780.8	16.65	162.65	0	4.99	4.99	700.85
2013 03 06 12	41126.4	1.67	354.56	0	0.12	0.12	499.5
2013 03 07 12	41126.4	0	455.3	0	2.01	2.01	494.58
2013 03 08 12	41472	0.01	474.24	0	3.91	3.91	485.8
2013 03 09 12	41472	0	327.83	0	5.3	5.3	505.08
2013 03 10 12	41472	0	241.24	0	7.42	7.42	663.23
2013 03 11 12	41817.6	11.7	243.17	0	9.14	9.14	996.97
2013 03 12 12	41817.6	32.34	482.46	0	8.52	8.52	932.05
2013 03 13 12	41836.52	0	357.14	0	2.59	2.59	474.49
2013 03 14 12	42163.2	0	450.92	0	-0.33	-0.33	381.79
2013 03 15 12	42163.2	0	475.01	0	5.37	5.37	553.11
2013 03 16 12	42508.8	0	472.36	0	12.03	12.03	942.85
2013 03 17 12	42508.8	0	450.58	0	13.04	13.04	1094.59
2013 03 18 12	42508.8	9.36	245.01	0	11.55	11.55	1196.85
2013 03 19 12	42854.4	6.17	505.71	0	8.79	8.79	850.79
2013 03 20 12	42854.4	0	499.75	0	4.63	4.63	398.91
2013 03 21 12	43200	0.02	509.48	0	0.15	0.15	369.13
2013 03 22 12	43200	0	252.88	0	-0.3	-0.3	314.47
2013 03 23 12	43200	3.57	390.28	0	5.38	5.38	737.83
2013 03 24 12	43545.6	26.84	357.13	0	6.74	6.74	889.28
2013 03 25 12	43545.6	4.38	281.38	0	1.28	1.28	552.11
2013 03 26 12	43891.2	0.09	298.74	0	-0.85	-0.85	407.57
2013 03 27 12	43891.2	0.02	514.76	0	-0.15	-0.15	436.83
2013 03 28 12	43891.2	0.01	499.82	0	2	2	460.49
2013 03 29 12	44236.8	0.04	301.21	0	4.14	4.14	517.61
2013 03 30 12	44236.8	0.14	426.74	0	9.03	9.03	813.22
2013 03 31 12	44563.48	19.1	401.78	0	11.16	11.16	1118.95
2013 04 01 12	44582.4	1.42	498.16	0	11.32	11.32	1010.5
2013 04 02 12	44582.4	0	483.22	0	6.96	6.96	643.34
2013 04 03 12	44928	0	503.33	0	7.78	7.78	650.71
2013 04 04 12	44928	11.87	170.78	0	4.68	4.68	651.86
2013 04 05 12	44928	1.09	489.58	0	5.85	5.85	757.92
2013 04 06 12	45273.6	0	528.2	0	9.11	9.11	699.58
2013 04 07 12	45273.6	0	463.41	0	10.81	10.81	970.44
2013 04 08 12	45619.2	0.01	502.15	0	15.03	15.03	1371.57
2013 04 09 12	45619.2	0	291.72	0	17.43	17.43	1547.74
2013 04 10 12	45619.2	0	522.2	0	18.22	18.22	1544.94
2013 04 11 12	45964.8	1.53	441.08	0	18.07	18.07	1596.57
2013 04 12 12	45964.8	50.07	503.26	0	16.16	16.16	1458.67
2013 04 13 12	46148.85	0	539.87	0	10.3	10.3	769.49
2013 04 14 12	46310.4	0.57	405.82	0	12.46	12.46	875.08
2013 04 15 12	46310.4	6.89	490.68	0	13.08	13.08	1301.97
2013 04 16 12	46656	0.03	472.61	0	16.69	16.69	1601.75
2013 04 17 12	46656	16.15	368.37	0	19.45	19.45	1784.19
2013 04 18 12	46656	5.9	408.38	0	18.77	18.77	1752.18
2013 04 19 12	47001.6	32.2	209.3	0	16.49	16.49	1683.38
2013 04 20 12	47001.6	0.07	555.91	0	6.73	6.73	697.52
2013 04 21 12	47001.6	0	523.6	0	7.35	7.35	627.44
2013 04 22 12	47347.2	0	447.55	0	9.33	9.33	856.69
2013 04 23 12	47347.2	0	527.75	0	9.63	9.63	892.9
2013 04 24 12	47531.25	1	460.74	0	13.94	13.94	1241.35
2013 04 25 12	47692.8	0.31	552.32	0	12.41	12.41	993.93
2013 04 26 12	47692.8	0	537.33	0	10.46	10.46	698
2013 04 27 12	47962.35	8.37	148.31	0	9.62	9.62	965.34
2013 04 28 12	48038.4	59.54	201.42	0	9.94	9.94	1115.7
2013 04 29 12	48038.4	8.83	428.11	0	14.96	14.96	1421.29
2013 04 30 12	48365.09	0.15	431.69	0	16.56	16.56	1598.53
2013 05 01 12	48384	0	515.34	0	16.07	16.07	1492.25
2013 05 02 12	48384	0.47	353.73	0	14.21	14.21	1368.41
2013 05 03 12	48653.56	1.8	290.55	0	12.81	12.81	1244.74
2013 05 04 12	48729.6	12.98	167.16	0	10.05	10.05	1094.84
2013 05 05 12	48729.6	59.15	183.94	0	9.97	9.97	1132.86
2013 05 06 12	48913.65	10.55	338.64	0	8.91	8.91	1001.17
2013 05 07 12	49075.2	1.05	483.43	0	10.82	10.82	1022.83
2013 05 08 12	49075.2	0.07	474.1	0	12.78	12.78	1117.5
2013 05 09 12	49075.2	0.14	530.66	0	16.03	16.03	1329.46
2013 05 10 12	49420.8	0.02	426.59	0	18.13	18.13	1529.95
2013 05 11 12	49420.8	2.08	455.1	0	17.74	17.74	1546.6
2013 05 12 12	49420.8	1.27	597.75	0	13.19	13.19	1062.48
2013 05 13 12	49690.35	0	601.3	0	8.08	8.08	654.59
2013 05 14 12	49766.4	0	562.59	0	10.94	10.94	821.77
2013 05 15 12	49766.4	0	580.96	0	17.39	17.39	1374.75
2013 05 16 12	49766.4	0	354.53	0	17.9	17.9	1437.27
2013 05 17 12	50112	0	321.71	0	18.1	18.1	1513.58
2013 05 18 12	50112	5.09	408.82	0	18.95	18.95	1732.02
2013 05 19 12	50112	13.47	437.94	0	18.69	18.69	1751.08
2013 05 20 12	50112	4.86	535.7	0	19.89	19.89	1820.35
2013 05 21 12	50457.6	30.47	491.34	0	22.12	22.12	2124.67
2013 05 22 12	50457.6	19.83	425.78	0	20.89	20.89	2012.64
2013 05 23 12	50457.6	16.47	424.51	0	19.96	19.96	1855.81
2013 05 24 12	50457.6	0.25	599.48	0	15.13	15.13	1190.88
2013 05 25 12	50641.65	0	599.18	0	12.36	12.36	868.34
2013 05 26 12	50803.2	0	372	0	15.49	15.49	1086.24
2013 05 27 12	50803.2	0	575	0	17.74	17.74	1386.05
2013 05 28 12	50803.2	0	570.44	0	19.94	19.94	1788.96
2013 05 29 12	50803.2	0	575.59	0	20.06	20.06	1790.69
2013 05 30 12	50987.25	0	566.84	0	20.59	20.59	1893.44
2013 05 31 12	51148.8	0.12	440.46	0	21.38	21.38	2118.09
2013 06 01 12	51148.8	0.76	499.37	0	21.85	21.85	2087.9
2013 06 02 12	51148.8	23.05	311.72	0	20.9	20.9	2005.91
2013 06 03 12	51148.8	3.32	469.57	0	20.67	20.67	1922.5
2013 06 04 12	51148.8	0	357.78	0	21.38	21.38	2069.99
2013 06 05 12	51174.88	0.48	456.66	0	21.19	21.19	2073.32
2013 06 06 12	51418.35	40.01	366.9	0	19.09	19.09	1898.02
2013 06 07 12	51494.4	13.19	459.78	0	19.79	19.79	1911.14
2013 06 08 12	51494.4	3.11	531.13	0	20.92	20.92	1873.4
2013 06 09 12	51494.4	17.42	430.49	0	21.75	21.75	2030.81
2013 06 10 12	51494.4	56.48	368.71	0	20.36	20.36	2007.12
2013 06 11 12	51494.4	6.54	549.71	0	21.78	21.78	2077.62
2013 06 12 12	51494.4	0.05	547.33	0	23.87	23.87	2267.61
2013 06 13 12	51494.4	5.38	470.63	0	24.38	24.38	2331.03
2013 06 14 12	51494.4	0.06	572.05	0	20.36	20.36	1682.07
2013 06 15 12	51494.4	0	556.19	0	19.65	19.65	1615.56
2013 06 16 12	51520.47	0	492.76	0	20.8	20.8	1882.8
2013 06 17 12	51590.91	7.51	361.41	0	21.63	21.63	2095.52
2013 06 18 12	51590.91	13.8	307.91	0	20.68	20.68	2018.6
2013 06 19 12	51678.45	0	479.84	0	20.17	20.17	1872.13
2013 06 20 12	51678.45	0.5	433.08	0	21.04	21.04	2016.09
2013 06 21 12	51678.45	0.15	523.39	0	20.8	20.8	1846.38
2013 06 22 12	51678.45	0	528.07	0	21.02	21.02	1840.41
2013 06 23 12	51678.45	0.14	443.12	0	21.84	21.84	1996.1
2013 06 24 12	51678.45	1.49	436.67	0	21.28	21.28	2020.98
2013 06 25 12	51590.91	0.6	405.39	0	21.7	21.7	2065.46
2013 06 26 12	51520.47	2.23	447.61	0	22.13	22.13	2049.69
2013 06 27 12	51520.47	5.35	491.79	0	23.25	23.25	2224.6
2013 06 28 12	51494.4	1.28	488.16	0	23.55	23.55	2125.96
2013 06 29 12	51494.4	0.38	516.63	0	22.41	22.41	2019.13
2013 06 30 12	51494.4	3.55	426.53	0	22.23	22.23	2047.41
2013 07 01 12	51494.4	41.48	372.48	0	20.94	20.94	2027.38
2013 07 02 12	51494.4	8.26	442.26	0	20.65	20.65	2008.07
2013 07 03 12	51494.4	51.6	270.68	0	18.88	18.88	1911.37
2013 07 04 12	51494.4	56.4	293.77	0	18.63	18.63	1900.84
2013 07 05 12	51494.4	42.97	388.32	0	20.08	20.08	1935.62
2013 07 06 12	51475.48	53.42	391.6	0	20.41	20.41	2005.47
2013 07 07 12	51332.85	31.98	435.64	0	21.33	21.33	2072.76
2013 07 08 12	51148.8	9.9	380.66	0	21.59	21.59	2031.65
2013 07 09 12	51148.8	18.17	448.83	0	23.12	23.12	2183.06
2013 07 10 12	51148.8	3.9	492.2	0	23.2	23.2	2206.56
2013 07 11 12	51148.8	6.61	440.07	0	22.63	22.63	2216.12
2013 07 12 12	51148.8	7.12	491	0	22.87	22.87	2182.82
2013 07 13 12	51072.75	5.97	428.01	0	20.95	20.95	1985.05
2013 07 14 12	50829.27	12.5	207.11	0	17.47	17.47	1776.23
2013 07 15 12	50803.2	17.47	479.31	0	19.9	19.9	1917.16
2013 07 16 12	50803.2	1.49	556.32	0	22.44	22.44	2073.46
2013 07 17 12	50803.2	9.59	505.92	0	24.14	24.14	2191.23
2013 07 18 12	50803.2	17.04	441.44	0	23.59	23.59	2209.4
2013 07 19 12	50483.68	1.45	429.99	0	23.35	23.35	2316.84
2013 07 20 12	50457.6	3.83	388.82	0	22.94	22.94	2235.52
2013 07 21 12	50457.6	10.65	459.48	0	22.3	22.3	2152.95
2013 07 22 12	50457.6	4.46	358.73	0	20.78	20.78	2030.3
2013 07 23 12	50296.05	1.43	486.51	0	22.04	22.04	2125.07
2013 07 24 12	50112	3.52	489.05	0	23.07	23.07	2190.27
2013 07 25 12	50112	2.77	543.17	0	21.96	21.96	1938.18
2013 07 26 12	50112	1.12	461.01	0	21.24	21.24	1934.83
2013 07 27 12	49950.45	5.82	402.16	0	21.89	21.89	2097.66
2013 07 28 12	49766.4	0.3	563.91	0	21.49	21.49	1925.47
2013 07 29 12	49766.4	0	568.04	0	21.07	21.07	1734.35
2013 07 30 12	49766.4	0	457.64	0	20.42	20.42	1646.44
2013 07 31 12	49446.88	2	332.96	0	21.74	21.74	2029.62
2013 08 01 12	49420.8	0.58	482.08	0	20.99	20.99	2079.94
